x,y,z,value,timestamp
1292,1746,1813,9870,1910438195
1894,1225,1007,-3276,1282623436
1094,1382,380,-8446,1297568295
738,21,1813,1814,1528485148
432,261,1512,3398,1680505559
811,406,120,1745,1446381881
311,1402,730,9440,1475300664
302,265,1751,-3320,1512242854
49,1188,1595,-6917,1289304525
636,327,1359,7584,1553946830
513,1994,689,7736,1961001154
432,191,1957,4046,1007844171
591,1226,794,-8696,1670287580
222,384,418,-9726,1952656005
1813,1013,946,-4388,1940685983
800,1504,281,9518,1157720953
1034,935,713,-8211,1994519221
605,733,476,-5199,1962709297
1846,1421,1084,-5396,1886560241
1695,619,1848,7762,1398311818
1654,1384,1464,6770,1987296586
126,285,1467,711,1493159802
828,1277,1192,8154,1402345391
1049,1198,393,9751,1511766422
317,709,209,-9047,1575347740
1224,862,895,-259,1092291831
950,347,1118,7971,1346444725
1403,756,1852,-7002,1573504594
1946,1156,752,723,1247327264
1224,1685,1742,-815,1371915398
415,566,709,-4488,1222647626
1692,1801,1074,1979,1181720663
225,600,841,-5926,1082777365
1879,1463,163,-8100,1774429912
754,710,1218,5151,1790518107
1164,1526,1461,-785,1198376241
350,1872,1945,-1927,1846931417
565,213,503,-5217,1328664291
330,847,1415,-4618,1545706250
1258,1503,1102,9755,1798665883
434,769,650,-6232,1660603290
715,844,661,-919,1383660595
1416,1546,834,-9770,1242667886
715,827,782,-5988,1667125013
1009,395,1179,2330,1867553600
1969,534,131,5681,1910733491
1539,809,1345,1103,1501910443
1984,8,990,4716,1638135808
543,1191,197,-4364,1002732839
102,389,266,2053,1954147335
1049,1338,779,2331,1208773755
990,63,361,-7399,1442485472
1575,1157,1471,6987,1511658548
56,1152,133,-5067,1969147764
1444,891,855,5166,1117785220
1896,1926,970,-2882,1594308360
278,440,420,5438,1648869808
1005,196,437,-9213,1840421033
1886,1632,326,5807,1076043876
1363,724,180,-2909,1939002821
1945,1860,446,-5224,1463657995
1199,81,189,7798,1525083932
1887,1285,390,3773,1263671237
1019,768,1696,-4143,1517300388
1573,611,329,-8446,1579543989
1516,819,98,-8770,1191645338
208,1275,226,-5027,1732857973
614,1688,158,3244,1691120177
582,555,1323,4942,1664157856
1925,836,1772,7060,1577216981
321,524,1116,9667,1258640148
271,403,1296,-7327,1480322762
1999,1287,533,7673,1758357185
617,1398,1033,5421,1774068953
539,230,767,-5308,1871027334
26,1595,427,-6843,1321109944
951,765,1994,122,1727840815
1059,1989,1526,7131,1026442949
1627,776,174,5432,1326821963
1002,502,1053,-2174,1791080733
808,1605,869,-673,1524106014
230,1052,1654,-3144,1973084043
582,575,1261,7352,1379267035
783,1795,602,5190,1165890251
726,751,504,3903,1339265948
1400,1471,1644,2070,1337179264
800,11,1739,1167,1630283308
1544,363,388,-3395,1555899499
1188,1507,283,484,1115380952
859,1851,1562,9149,1131593672
1775,466,1441,-9184,1446915280
1110,1962,462,-6631,1771054399
1666,1294,373,9474,1150526613
1864,1074,701,-8866,1256324042
523,1670,175,-3684,1960934283
672,1259,75,6375,1801054253
92,1763,800,5235,1092966317
729,178,653,-4825,1924176662
747,1624,1718,8009,1786788423
787,372,231,6026,1980126981
1739,1926,79,-9514,1542951881
960,1894,1578,6614,1072632518
397,1510,357,9191,1966077496
162,192,1726,-6405,1893760657
231,1593,1095,-4146,1689141598
1619,943,1240,7838,1770019985
622,125,752,6430,1150241169
1007,479,572,2024,1646667094
1249,1975,1824,7149,1412808252
726,1451,1273,7983,1626932199
1999,1093,1529,9121,1993389529
1813,364,1376,-8102,1587946657
729,1073,1626,-4077,1287930309
1558,1923,650,891,1974943320
1621,29,1871,-3826,1672525663
193,883,1624,-2242,1888926616
90,991,1940,-2228,1222822872
709,1216,1524,9244,1579463186
662,930,1887,1340,1077637062
270,1781,1819,-4209,1773186431
1990,714,1687,-3366,1530791474
858,1315,1200,6904,1332841362
1069,292,1825,8018,1156034216
1376,533,1758,-7030,1902028817
126,1425,559,-5704,1017670217
1350,915,188,-8720,1094262285
1530,1282,709,3726,1238007321
454,1189,202,7139,1795148344
84,1293,1585,5488,1373693152
1435,1282,1019,2502,1691113954
569,589,1271,-3309,1711921056
353,299,1759,8893,1860885422
401,385,67,6370,1886327073
633,332,1826,-3741,1159948802
1125,1238,500,-7081,1830308008
1428,80,636,8810,1819645880
1899,1149,1108,-8272,1450246323
1156,611,554,-8786,1437329450
1966,412,1797,5106,1148516166
158,1848,1357,-3077,1464106345
881,1561,1457,-6149,1792652281
761,1240,355,8426,1174424112
370,555,1205,4197,1263704799
1068,331,751,2366,1644136061
903,194,855,9683,1650203448
160,928,1817,423,1394506065
1372,597,1669,-7061,1260296252
443,65,1053,-6455,1396286933
1384,138,141,-2536,1033146817
78,164,82,904,1592573162
1288,1202,1495,9634,1794956052
230,220,1752,-1691,1864535682
523,1617,451,-195,1812328557
1623,1311,1477,-5502,1269533285
1178,1357,556,-7780,1362155421
1508,792,252,-3668,1959794655
739,1766,631,2592,1404575995
403,1152,33,4455,1209590613
1667,1041,942,1020,1467592800
642,1385,857,-6036,1895252592
1685,1773,1155,-7631,1901914126
190,1600,352,9880,1316303339
1327,1292,1460,8902,1005335118
606,1532,86,-7648,1154573873
980,281,1964,21,1735965545
229,1256,1965,6185,1379195370
60,310,1042,8234,1950926824
1379,937,405,-2004,1594490544
134,910,536,1452,1326532438
1262,1098,1434,1599,1443846157
369,1955,959,1694,1473006563
971,1988,923,5201,1593836183
1556,402,344,-7633,1685427841
1507,1779,1079,2657,1486225209
1818,417,419,4544,1159331339
777,647,1840,4153,1734278929
1078,410,924,-4438,1926881769
111,124,591,309,1069776758
1645,806,1589,2096,1382786047
1684,1971,1252,-7903,1352112320
141,960,1939,7748,1820028781
1477,298,900,-2402,1234885379
1415,1641,1912,1111,1057309079
383,232,627,-4639,1107097666
992,275,179,9476,1560605185
1865,1225,1757,7112,1139716198
450,1425,1712,4502,1146967706
311,524,270,6739,1152582570
402,600,526,-5332,1667930435
1394,116,1857,4384,1129627515
357,297,1950,-2186,1033004515
321,1598,692,-2986,1718411969
24,1913,7,5377,1163629272
460,1648,301,-669,1916060321
1119,1310,560,-1182,1947950079
527,569,123,1114,1109025294
405,1356,1702,4678,1934344224
576,1295,1114,7657,1481035052
114,732,691,-1646,1855127174
1871,1082,24,-8512,1383940145
958,1518,368,783,1822024885
314,1673,1176,-1685,1328936227
1261,470,107,8728,1753818691
1166,1062,1439,-4700,1854020256
407,403,1711,-5401,1955641736
179,715,422,-4511,1556187888
1782,1778,374,-2928,1261369793
311,1601,99,-7234,1542614081
850,1458,220,2291,1184514972
810,1308,587,1504,1415096073
111,1200,1053,-8607,1491491444
1067,903,259,-7100,1068656141
457,1343,1624,8159,1324965491
995,1299,1721,-7988,1329767759
111,372,1682,-4509,1524076851
536,1822,1268,-3547,1009883658
1400,1739,1994,-8265,1896534917
1533,1409,469,6822,1713424239
335,1626,1758,2089,1949381772
753,463,781,-2611,1085482880
711,1951,1482,5153,1689327749
1853,482,933,-8582,1239025325
1138,1462,1096,1103,1484091877
904,263,1342,3637,1004189448
1575,418,439,-3818,1873831149
771,1760,1597,-9118,1454106850
397,706,1183,8492,1673669146
1213,1239,56,2545,1470610190
1308,1759,29,-5524,1236889665
1534,207,1801,4989,1824853725
677,92,1801,7274,1106279333
33,656,500,828,1145305858
1776,212,889,-4183,1137623945
1944,1180,835,1711,1141717728
322,212,1624,-6404,1616275063
1080,1482,856,237,1788981662
555,972,171,-3664,1245228159
568,173,1063,-6427,1170987951
1228,202,1434,2323,1814951855
1109,1964,822,-8335,1406287245
370,665,1736,-2991,1447815920
1631,1492,146,-3241,1712206303
1063,196,1915,7001,1290238032
1052,927,1076,2445,1536252221
1718,962,951,-7587,1079905665
61,1783,1190,-8533,1730639781
1199,496,1948,-3496,1701054222
1531,1548,331,-9653,1993718934
927,1284,814,-4091,1391034974
1740,986,436,-7168,1414488851
1236,759,880,-5066,1594651554
658,1152,1352,-7253,1968165463
831,1255,141,1746,1583771600
1341,308,1615,-9125,1666203180
188,34,1849,-9634,1252806994
1641,1936,877,4155,1502124499
1627,670,1943,7579,1043606898
1298,1110,370,5658,1246653978
450,1002,932,9508,1655596059
1589,1615,922,-3306,1075648166
1440,709,1817,7057,1935530081
1262,1476,388,3300,1348323813
967,583,1314,6942,1361260022
1049,828,1067,1129,1580656640
1813,964,1434,-2525,1703229606
379,748,975,-327,1941886936
635,471,455,7611,1859561818
958,1428,1778,-4924,1982039551
388,515,1545,-6631,1814392842
518,301,1215,-2931,1619649111
1256,1371,1896,-6430,1085872450
1172,1463,862,6439,1767436394
856,381,1797,-6304,1103576221
1764,1851,487,6032,1391017743
1236,877,577,6402,1579480746
925,1533,358,-8896,1404963178
1016,1242,1798,5255,1708290089
343,408,1150,-778,1163624725
1049,1577,166,6824,1185952149
813,1962,1402,9317,1694461063
746,1377,591,9036,1020844924
124,152,1518,-9064,1963863054
1811,461,1858,7182,1966362583
28,204,367,-6877,1857366594
1153,276,1834,-1575,1678762702
1905,593,826,-3155,1213909675
120,347,1171,4609,1244599199
1700,1171,1626,9030,1365985941
1200,1179,1286,-4961,1853398460
1003,1533,624,-8470,1978082251
411,465,1637,9880,1170788669
1591,148,477,-5035,1566174551
426,1711,1244,-8618,1440481105
1430,1522,1627,7421,1280538266
1670,80,116,438,1098181368
669,788,419,8714,1235568599
749,254,1674,-2250,1001350382
477,1245,1235,42,1888658381
1166,284,1503,-8603,1752062788
137,388,1775,-3833,1701982214
102,419,1630,153,1160525352
347,1111,1174,8841,1359379193
1436,1944,193,8131,1710473481
1529,334,1687,-512,1241159542
257,757,1899,2590,1364273148
31,1454,1176,-656,1754409421
1124,602,838,-371,1852733004
1798,1570,1902,1792,1387282701
862,1214,1210,-9774,1229851053
1847,399,816,1503,1300411967
650,502,255,1195,1513269043
628,503,615,5350,1635153975
982,758,858,-360,1682719142
503,316,972,-3336,1211769481
315,1666,1195,9584,1407214608
112,568,1757,-2122,1185382022
123,1326,867,-6135,1853132967
185,314,246,4904,1772018510
18,554,1560,-3014,1508764325
1175,862,1562,1469,1027610022
1938,1918,1143,-761,1214944464
387,1580,946,-5690,1268934149
219,1330,1651,4787,1330238592
1204,89,1256,4462,1590636787
333,991,843,9905,1584080882
203,1912,984,-6341,1705251746
856,588,297,-8223,1702940425
1480,1522,1655,5915,1271316842
462,959,646,-7618,1720464306
942,1653,1660,5567,1526977199
1043,627,1942,-5657,1392678129
240,90,1433,8322,1095260804
886,695,1332,6489,1586871163
989,1145,910,-7488,1072158535
1169,806,1797,5629,1279037314
1362,1007,1759,4878,1366173198
1711,443,1808,-7416,1411117466
302,1359,1915,5314,1658586129
983,87,882,2442,1920163634
1167,1261,1220,2112,1376931728
172,690,1607,-638,1064051830
506,1621,1897,-5045,1591621619
1269,305,1807,4244,1160780791
596,929,681,-2106,1851014648
832,1932,840,3301,1601604386
1388,1959,16,-4667,1597731776
1926,1273,628,3421,1108255052
1419,589,1662,2009,1340307638
558,760,1750,-7588,1926254481
229,1653,1502,5944,1824342510
702,651,1596,9071,1395086759
1055,443,1172,7287,1162873498
191,1986,714,4425,1017114933
1213,1853,739,3798,1329138148
782,1843,282,9876,1381050582
1988,825,899,-3962,1230420086
6,1037,671,534,1296107443
1323,1979,603,-2782,1788258345
842,1584,1547,-177,1301308199
1194,462,977,17,1817924204
1615,1761,991,8958,1013228794
1419,1140,1034,5527,1798090470
1860,1906,1841,4079,1580818846
1122,1598,416,6826,1813542414
1968,1374,1927,-1137,1901987868
1191,201,878,9034,1521220221
247,1520,749,4336,1753942559
1738,812,1525,-5274,1957607363
1149,1208,619,8241,1031628263
815,1550,511,-2917,1361395358
1488,1822,1405,-7099,1862389836
1875,1590,1075,3789,1151616973
1462,828,1607,-1523,1502835732
1649,1003,1667,8346,1589590176
108,1176,1880,-3278,1763301105
1703,1772,891,4926,1410345043
855,213,936,4969,1186823226
124,1288,1304,-9224,1178710974
464,1414,1753,-6333,1663210810
483,1237,92,-4724,1053462699
44,1948,186,-879,1339629266
64,159,1686,4178,1145418038
578,1878,608,102,1000113805
1634,54,1264,-8961,1244795204
958,261,1796,-5741,1325604905
938,330,619,-5075,1873652119
621,459,109,1537,1429550187
1826,1201,854,-9354,1342276253
1322,1102,126,8398,1153079075
1658,413,1902,-8086,1031181547
816,953,1163,9742,1185469413
1396,1029,584,2869,1215321542
1186,1847,676,1028,1366703935
783,518,1690,-4355,1155670401
801,2,1932,7445,1123357683
1909,1789,916,2156,1645419385
945,1439,7,-6161,1883672315
1345,1648,188,8756,1004416796
1034,86,1718,-819,1490987487
1228,1499,1856,-202,1623447119
1570,1314,89,1632,1093586902
763,1065,578,6942,1973979466
1070,1038,266,2221,1543929164
1730,1791,1437,-7743,1953960783
378,1571,1528,-8123,1810574128
1333,1351,1340,-3886,1501689885
335,669,1652,6613,1972345116
250,1318,148,-941,1113815942
880,1053,1159,1140,1039893296
1571,825,716,4508,1203454578
1782,220,470,-4312,1577519423
695,181,673,2281,1148581057
1155,953,542,-5689,1558742916
801,842,973,5341,1125312050
1319,1235,1784,-8533,1186517283
397,1996,385,2410,1601809900
305,1130,1600,4627,1569482265
1499,1601,126,7930,1758734929
1940,1607,1694,8614,1493858008
51,1019,1304,9092,1332049185
1006,322,1857,-8233,1368315237
1848,1912,272,9449,1095900037
1500,1012,949,1537,1687958997
69,1104,790,-2461,1888465130
1269,294,1018,4977,1767805866
815,1208,1620,8429,1270508720
1630,1478,385,-5934,1116771451
339,587,1295,-8489,1656617210
1345,1469,1669,7787,1798055959
1756,792,1658,-9809,1700508082
514,502,817,3631,1569363817
1222,1154,663,6175,1020880296
581,238,215,6921,1395054094
465,668,867,-1798,1134901684
467,148,1710,2910,1938119687
526,362,1408,-5995,1661762205
1705,892,496,30,1427364998
1397,1531,161,-9684,1726203507
1367,1116,1714,4641,1342952022
1404,1159,1067,2924,1025921011
912,1099,1603,3650,1254262635
1111,1650,174,-4545,1304107391
72,656,982,9185,1164495365
1780,789,1128,-5428,1741444421
1872,1547,1370,-1180,1546263503
485,967,1615,947,1093841426
814,106,807,-7845,1928697727
1317,1281,586,-8483,1934058451
1990,1347,434,738,1087934364
1202,1399,717,4771,1238183376
77,1,1266,5522,1314116794
843,1618,744,-5651,1299277646
1065,475,612,7733,1206251815
1842,1344,174,-7346,1952831185
633,759,34,3129,1332568393
645,477,436,-186,1756488282
1765,1726,1217,740,1437673514
1204,311,1934,-956,1013764946
210,461,1058,1128,1644223439
1704,1909,1145,4193,1976376030
1767,1636,538,3770,1566687848
1837,1831,586,7069,1946047525
1607,26,1437,6633,1790225489
1450,734,1858,-5509,1889206243
315,1113,1888,-4571,1323502878
1052,984,600,-3789,1152694167
458,844,1790,-4587,1700441862
1277,1038,1318,-4585,1336443559
1220,1277,677,780,1090209737
197,1953,1559,-957,1759456413
1829,1710,65,2327,1560654114
1485,1932,1808,-1063,1807634615
1695,107,28,-9847,1419222151
970,1223,583,5297,1748858090
1914,1700,195,8775,1655249725
144,1951,1990,-5058,1037734441
1692,1359,221,-7808,1810115182
220,1743,891,-5204,1890044108
1069,382,1783,-8463,1789718733
713,760,1513,2819,1301488967
237,1791,1216,9129,1704563149
10,1334,1438,-2414,1624920144
1342,1664,1941,4925,1010323774
1515,1525,1949,5680,1799856610
1734,1656,1569,-8757,1321068404
1252,289,355,-6911,1015477312
1746,1784,1905,769,1443175565
136,1344,329,-6711,1640673595
1373,1301,1152,8945,1516005451
1421,714,1874,-4556,1389955950
1776,513,992,-8001,1472987895
1093,1107,431,1932,1667526501
1854,1881,1212,-509,1292244071
930,261,1363,2206,1105715009
1869,269,1429,-6035,1920726801
271,41,1127,3327,1673958039
1611,740,1433,500,1005831300
1192,1166,28,5684,1041311143
213,1262,618,-3072,1004073509
752,1286,1937,7780,1325424368
911,172,820,-3004,1950445204
568,529,246,435,1114873076
1730,471,1948,2726,1859235790
198,1658,1421,-4934,1775037939
629,1679,67,-3370,1456710099
1899,1970,53,-5956,1200325292
962,1327,1728,7273,1194654009
938,11,1224,-6638,1527097534
872,92,336,-1786,1009946204
268,1410,824,-2261,1874378968
1418,661,1575,3847,1589417305
1113,941,1210,2257,1366097116
324,1175,1201,-6909,1035414693
116,1677,822,-5535,1852474819
1223,137,867,9664,1949701304
880,984,1834,-8633,1570882648
397,290,471,7791,1491496725
1133,1947,271,1602,1007227563
1121,395,1390,-298,1035277341
1585,1636,96,-7218,1911148370
960,95,634,4688,1430659631
587,86,24,-1838,1924228240
1332,1147,190,2306,1052161414
769,53,394,-5364,1439858734
187,1760,383,-1694,1279984332
398,458,1934,4732,1331009725
1726,1166,1912,1341,1450661986
1036,1054,1639,8671,1463591750
1914,1036,338,5769,1925146903
463,1958,1982,-1669,1518246741
88,908,285,-773,1465004432
373,678,1273,9719,1625346909
1007,1197,1059,8520,1458375362
1079,1612,860,-5697,1918135922
121,689,1716,947,1033524069
774,990,286,6721,1141078656
472,795,16,7122,1253571830
690,1957,351,-3769,1946551766
432,1215,167,9474,1648880676
1677,1944,1636,6927,1942721468
856,283,1867,5733,1759423075
982,1598,1461,-8991,1148048905
1138,1014,521,7972,1824558889
1779,1640,1198,-4305,1578674925
1450,381,497,-6580,1847290052
391,162,1382,9136,1974223459
939,1793,1161,-6893,1147753872
492,127,890,1475,1768121385
711,1764,394,-3527,1378969497
215,918,1815,-190,1626645863
772,1424,604,2767,1581935246
633,1288,880,6092,1112396196
1519,1235,583,4919,1947323571
212,622,1909,-2572,1707735175
1353,1802,1249,2197,1097644537
1350,1740,1821,3673,1124532506
1329,1901,1002,-4477,1286040783
1579,9,647,-1996,1619617656
515,936,922,-5230,1684111029
396,1719,128,-2582,1243619614
1940,1464,1583,-3393,1403159925
202,580,1949,-2918,1311093823
1316,650,879,-131,1571714089
1509,1856,784,6207,1082235198
1325,1964,191,1153,1201420170
1210,763,1466,5733,1241729222
1435,29,1977,-3306,1224146142
525,1834,1978,-7884,1408889363
23,621,1754,2665,1179417112
1193,103,1291,5787,1036124155
1237,698,1742,-8753,1082046464
1563,569,285,5624,1339398864
745,1314,1988,-4425,1434286127
480,750,534,-8227,1834226394
1715,680,1019,-9053,1088107179
1487,1520,1756,-1864,1441181877
508,349,529,9670,1243118612
1866,1105,1286,-1057,1753328487
1946,1791,675,5152,1092922132
761,1193,869,3477,1740494143
1163,1232,163,-445,1630044531
1124,270,699,-8115,1280630741
833,163,820,-6526,1513707558
157,441,374,6125,1938388444
231,1869,567,6108,1115948997
174,1114,655,2754,1258439516
1973,1490,30,3740,1604089491
1941,102,835,4249,1691519193
172,398,197,-4075,1122840233
1645,263,1770,9036,1597348634
1621,1060,937,-1657,1448763889
1305,776,1736,6984,1254466180
660,209,1519,2444,1085397648
273,1489,1544,-3767,1303662419
1667,1824,875,-6204,1083775568
1177,279,804,-3299,1220879556
1216,1554,393,-8760,1624118699
79,886,1851,1382,1558848655
1324,289,310,8396,1246313133
1758,1615,8,-9790,1619072253
1639,551,790,-2706,1325057343
1868,1087,167,8135,1447552543
1933,1193,735,404,1624623411
1328,1358,864,-7141,1958671828
894,1389,1721,8083,1735597354
1209,1296,165,-1280,1782483426
1560,1167,86,7993,1594548105
1224,1276,1965,-5855,1067660049
350,1724,55,-3402,1798332190
1285,25,1135,-4285,1735797099
941,445,1491,4078,1877344483
1980,410,1343,2510,1363179353
846,965,1303,2254,1432515198
1203,784,722,-1569,1193237266
64,1213,1906,718,1594929456
1697,314,333,4738,1700338155
1818,650,15,-71,1308522142
863,1976,657,2481,1483103642
68,228,1428,3685,1831015001
295,1373,1237,8059,1540441968
1452,1639,1458,1691,1954952506
1115,623,1261,-7640,1435317257
1628,732,1071,-245,1635064807
128,1816,574,-493,1121574770
780,1078,1725,2429,1019508586
709,371,726,4452,1236522257
1316,1379,562,9823,1606802416
1511,1044,1943,1084,1012691846
441,83,1062,-3219,1541106834
1276,289,533,-1173,1875499305
1452,1189,1512,-8064,1008956108
1226,1703,134,416,1930984741
1488,524,320,-4654,1087800212
1977,1144,1647,-112,1212020217
1418,1709,1893,-4766,1226366444
